,Query,Code,replace_subsysname,replace_fngname,replace_scadades,replace_scadaname,replace_scadafno,replace_alarmno,replace_alarmdes,replace_feventdetails
77,What are specific corrective actions for wind turbine fault events affecting the Converter?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Converter""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,What are all fault events in the wind turbine which affect Converter?,"MATCH(p)-[:AFFECTS]-(q{name:""Converter""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,What are specific preventive actions for systems composed of Converter in the wind turbine?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Converter""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,What are the specific preventive maintenance actions for wind turbine Converter?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Converter""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,What are specific preventive activities for the wind turbine Converter System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Converter""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,What are some important details for the Pitch System subsystem of the wind turbine?,"MATCH(n{name:""Pitch System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,What are general corrective activities for the Pitch System subsystem of the wind turbine?,"MATCH(n{name:""Pitch System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,What are properties for Pitch System subsystem of the wind turbine?,"MATCH(n{name:""Pitch System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,Show all details about the wind turbine’s Pitch System subsystem?,"MATCH(n{name:""Pitch System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,What are general inspection activities for Pitch System of the wind turbine?,"MATCH(n{name:""Pitch System""}) RETURN n.InspectionActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,Show general maintenance images for Pitch System of the wind turbine,"MATCH(n{name:""Pitch System""}) RETURN n.image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,What are useful visual inspection images for Pitch System of wind turbine?,"MATCH(n{name:""Pitch System""}) RETURN n.visualinspection_image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Provide a list of general corrective activities for the wind turbine Pitch System system,"MATCH(n{name:""Pitch System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,What are general corrective maintenance activities for Pitch System system of the wind turbine?,"MATCH(n{name:""Pitch System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Provide general predictive activities for Pitch System of wind turbine,"MATCH(n{name:""Pitch System""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,What are general predictive activities for the Pitch System of wind turbine?,"MATCH(n{name:""Pitch System""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Show description of the wind turbine Pitch System subsystem,"MATCH(n{name:""Pitch System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,What alarms affect the wind turbine's Pitch System?,"MATCH(n)-[:AFFECTS]-(p{name:""Pitch System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,What fault events affect the wind turbine Pitch System subsystem?,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Show all details of fault events relating to wind turbine Pitch System subsystem,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,What are different parts of the Pitch System subsystem of the wind turbine?,"MATCH(n{name:""Pitch System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,What does the Pitch System of the wind turbine consist of?,"MATCH(n{name:""Pitch System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,What sub-systems make up the wind turbine Pitch System?,"MATCH(n{name:""Pitch System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Show all specific preventive actions for Pitch System of the wind turbine,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,What specific preventive maintenance activities are required for the wind turbine Pitch System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Show specific predictive activities for the wind turbine Pitch System,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,What are specific predictive activities for the Pitch System of the wind turbine?,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Show specific corrective actions for fault event affecting wind turbine Pitch System system,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,What are specific corrective activities for fault event causing inconsistency in the wind turbinePitch System System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,What are different fault events affecting the Pitch System System in the wind turbine?,"MATCH(p)-[:AFFECTS]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,What fault events affect the wind turbine Pitch System System?,"MATCH(p)-[:AFFECTS]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,What are specific corrective activities for fault in wind turbine Pitch System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,What are specific corrective actions for wind turbine fault events affecting the Pitch System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,What are all fault events in the wind turbine which affect Pitch System?,"MATCH(p)-[:AFFECTS]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,What are specific preventive actions for systems composed of Pitch System in the wind turbine?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,What are the specific preventive maintenance actions for wind turbine Pitch System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,What are specific preventive activities for the wind turbine Pitch System System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Pitch System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,What are some important details for the Power Cabinet subsystem of the wind turbine?,"MATCH(n{name:""Power Cabinet""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,What are general corrective activities for the Power Cabinet subsystem of the wind turbine?,"MATCH(n{name:""Power Cabinet""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,What are properties for Power Cabinet subsystem of the wind turbine?,"MATCH(n{name:""Power Cabinet""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,Show all details about the wind turbine’s Power Cabinet subsystem?,"MATCH(n{name:""Power Cabinet""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,What are general inspection activities for Power Cabinet of the wind turbine?,"MATCH(n{name:""Power Cabinet""}) RETURN n.InspectionActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,Show general maintenance images for Power Cabinet of the wind turbine,"MATCH(n{name:""Power Cabinet""}) RETURN n.image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,What are useful visual inspection images for Power Cabinet of wind turbine?,"MATCH(n{name:""Power Cabinet""}) RETURN n.visualinspection_image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Provide a list of general corrective activities for the wind turbine Power Cabinet system,"MATCH(n{name:""Power Cabinet""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,What are general corrective maintenance activities for Power Cabinet system of the wind turbine?,"MATCH(n{name:""Power Cabinet""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Provide general predictive activities for Power Cabinet of wind turbine,"MATCH(n{name:""Power Cabinet""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,What are general predictive activities for the Power Cabinet of wind turbine?,"MATCH(n{name:""Power Cabinet""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Show description of the wind turbine Power Cabinet subsystem,"MATCH(n{name:""Power Cabinet""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,What alarms affect the wind turbine's Power Cabinet?,"MATCH(n)-[:AFFECTS]-(p{name:""Power Cabinet""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,What fault events affect the wind turbine Power Cabinet subsystem?,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Show all details of fault events relating to wind turbine Power Cabinet subsystem,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,What are different parts of the Power Cabinet subsystem of the wind turbine?,"MATCH(n{name:""Power Cabinet""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,What does the Power Cabinet of the wind turbine consist of?,"MATCH(n{name:""Power Cabinet""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,What sub-systems make up the wind turbine Power Cabinet?,"MATCH(n{name:""Power Cabinet""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Show all specific preventive actions for Power Cabinet of the wind turbine,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,What specific preventive maintenance activities are required for the wind turbine Power Cabinet?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Show specific predictive activities for the wind turbine Power Cabinet,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,What are specific predictive activities for the Power Cabinet of the wind turbine?,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Show specific corrective actions for fault event affecting wind turbine Power Cabinet system,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,What are specific corrective activities for fault event causing inconsistency in the wind turbinePower Cabinet System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,What are different fault events affecting the Power Cabinet System in the wind turbine?,"MATCH(p)-[:AFFECTS]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,What fault events affect the wind turbine Power Cabinet System?,"MATCH(p)-[:AFFECTS]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,What are specific corrective activities for fault in wind turbine Power Cabinet?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,What are specific corrective actions for wind turbine fault events affecting the Power Cabinet?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,What are all fault events in the wind turbine which affect Power Cabinet?,"MATCH(p)-[:AFFECTS]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,What are specific preventive actions for systems composed of Power Cabinet in the wind turbine?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,What are the specific preventive maintenance actions for wind turbine Power Cabinet?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,What are specific preventive activities for the wind turbine Power Cabinet System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Power Cabinet""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,What are some important details for the Ground Line & Lightning Protection subsystem of the wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,What are general corrective activities for the Ground Line & Lightning Protection subsystem of the wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,What are properties for Ground Line & Lightning Protection subsystem of the wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,Show all details about the wind turbine’s Ground Line & Lightning Protection subsystem?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,What are general inspection activities for Ground Line & Lightning Protection of the wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.InspectionActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,Show general maintenance images for Ground Line & Lightning Protection of the wind turbine,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,What are useful visual inspection images for Ground Line & Lightning Protection of wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.visualinspection_image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Provide a list of general corrective activities for the wind turbine Ground Line & Lightning Protection system,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,What are general corrective maintenance activities for Ground Line & Lightning Protection system of the wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Provide general predictive activities for Ground Line & Lightning Protection of wind turbine,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,What are general predictive activities for the Ground Line & Lightning Protection of wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Show description of the wind turbine Ground Line & Lightning Protection subsystem,"MATCH(n{name:""Ground Line & Lightning Protection""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,What alarms affect the wind turbine's Ground Line & Lightning Protection?,"MATCH(n)-[:AFFECTS]-(p{name:""Ground Line & Lightning Protection""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,What fault events affect the wind turbine Ground Line & Lightning Protection subsystem?,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Show all details of fault events relating to wind turbine Ground Line & Lightning Protection subsystem,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,What are different parts of the Ground Line & Lightning Protection subsystem of the wind turbine?,"MATCH(n{name:""Ground Line & Lightning Protection""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,What does the Ground Line & Lightning Protection of the wind turbine consist of?,"MATCH(n{name:""Ground Line & Lightning Protection""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,What sub-systems make up the wind turbine Ground Line & Lightning Protection?,"MATCH(n{name:""Ground Line & Lightning Protection""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Show all specific preventive actions for Ground Line & Lightning Protection of the wind turbine,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,What specific preventive maintenance activities are required for the wind turbine Ground Line & Lightning Protection?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Show specific predictive activities for the wind turbine Ground Line & Lightning Protection,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,What are specific predictive activities for the Ground Line & Lightning Protection of the wind turbine?,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Show specific corrective actions for fault event affecting wind turbine Ground Line & Lightning Protection system,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,What are specific corrective activities for fault event causing inconsistency in the wind turbineGround Line & Lightning Protection System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,What are different fault events affecting the Ground Line & Lightning Protection System in the wind turbine?,"MATCH(p)-[:AFFECTS]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,What fault events affect the wind turbine Ground Line & Lightning Protection System?,"MATCH(p)-[:AFFECTS]-(q{name:""Ground Line & Lightning Protection""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
